,instrument,pitch,path_to_audio
2643,violin,D4,./data/philharmonia/all-samples/violin/violin_D4_1_fortissimo_arco-normal.mp3
2644,violin,D5,./data/philharmonia/all-samples/violin/violin_D5_025_mezzo-forte_arco-normal.mp3
2645,violin,C7,./data/philharmonia/all-samples/violin/violin_C7_025_fortissimo_arco-normal.mp3
2646,violin,Gs3,./data/philharmonia/all-samples/violin/violin_Gs3_025_piano_arco-normal.mp3
2647,violin,F7,./data/philharmonia/all-samples/violin/violin_F7_05_piano_arco-normal.mp3
2648,violin,B4,./data/philharmonia/all-samples/violin/violin_B4_1_mezzo-forte_arco-sul-ponticello.mp3
2649,violin,E5,./data/philharmonia/all-samples/violin/violin_E5_025_pianissimo_arco-col-legno-tratto.mp3
2650,violin,Gs3,./data/philharmonia/all-samples/violin/violin_Gs3_phrase_mezzo-forte_arco-tenuto.mp3
2651,violin,C5,./data/philharmonia/all-samples/violin/violin_C5_phrase_forte_arco-spiccato.mp3
2652,violin,D5,./data/philharmonia/all-samples/violin/violin_D5_05_fortissimo_arco-au-talon.mp3
2653,violin,F4,./data/philharmonia/all-samples/violin/violin_F4_05_fortissimo_arco-normal.mp3
2654,violin,Gs3,./data/philharmonia/all-samples/violin/violin_Gs3_phrase_mezzo-forte_arco-glissando.mp3
2655,violin,A6,./data/philharmonia/all-samples/violin/violin_A6_1_piano_arco-col-legno-tratto.mp3
2656,violin,Ds7,./data/philharmonia/all-samples/violin/violin_Ds7_025_mezzo-piano_arco-normal.mp3
2657,violin,F5,./data/philharmonia/all-samples/violin/violin_F5_phrase_piano_arco-punta-d'arco.mp3
2658,violin,Cs4,./data/philharmonia/all-samples/violin/violin_Cs4_025_forte_snap-pizz.mp3
2659,violin,E4,./data/philharmonia/all-samples/violin/violin_E4_05_forte_arco-normal.mp3
2660,violin,B4,./data/philharmonia/all-samples/violin/violin_B4_025_fortissimo_arco-normal.mp3
2661,violin,Ds5,./data/philharmonia/all-samples/violin/violin_Ds5_15_forte_arco-normal.mp3
2662,violin,G4,./data/philharmonia/all-samples/violin/violin_G4_1_piano_arco-col-legno-tratto.mp3
2663,violin,C6,./data/philharmonia/all-samples/violin/violin_C6_1_mezzo-forte_arco-normal.mp3
2664,violin,G3,./data/philharmonia/all-samples/violin/violin_G3_1_mezzo-forte_arco-normal.mp3
2665,violin,Gs5,./data/philharmonia/all-samples/violin/violin_Gs5_long_forte_molto-vibrato.mp3
2666,violin,F4,./data/philharmonia/all-samples/violin/violin_F4_025_mezzo-piano_arco-normal.mp3
2667,violin,E5,./data/philharmonia/all-samples/violin/violin_E5_1_piano_arco-sul-ponticello.mp3
2668,violin,A6,./data/philharmonia/all-samples/violin/violin_A6_025_forte_arco-normal.mp3
2669,violin,Ds5,./data/philharmonia/all-samples/violin/violin_Ds5_1_piano_arco-sul-ponticello.mp3
2670,violin,Ds4,./data/philharmonia/all-samples/violin/violin_Ds4_025_fortissimo_arco-normal.mp3
2671,violin,C5,./data/philharmonia/all-samples/violin/violin_C5_phrase_forte_arco-staccato.mp3
2672,violin,B5,./data/philharmonia/all-samples/violin/violin_B5_1_mezzo-forte_arco-sul-ponticello.mp3
2673,violin,D4,./data/philharmonia/all-samples/violin/violin_D4_phrase_forte_arco-martele.mp3
2674,violin,Fs4,./data/philharmonia/all-samples/violin/violin_Fs4_phrase_mezzo-forte_arco-glissando.mp3
2675,violin,D7,./data/philharmonia/all-samples/violin/violin_D7_025_piano_arco-normal.mp3
2676,violin,Gs6,./data/philharmonia/all-samples/violin/violin_Gs6_1_piano_arco-sul-tasto.mp3
2677,violin,Cs5,./data/philharmonia/all-samples/violin/violin_Cs5_05_fortissimo_arco-au-talon.mp3
2678,violin,A3,./data/philharmonia/all-samples/violin/violin_A3_1_pianissimo_arco-normal.mp3
2679,violin,Fs6,./data/philharmonia/all-samples/violin/violin_Fs6_05_forte_arco-normal.mp3
2680,violin,As3,./data/philharmonia/all-samples/violin/violin_As3_025_mezzo-forte_pizz-normal.mp3
2681,violin,Cs5,./data/philharmonia/all-samples/violin/violin_Cs5_025_mezzo-forte_arco-normal.mp3
2682,violin,Gs5,./data/philharmonia/all-samples/violin/violin_Gs5_025_piano_arco-col-legno-battuto.mp3
2683,violin,G4,./data/philharmonia/all-samples/violin/violin_G4_1_piano_arco-sul-tasto.mp3
2684,violin,C5,./data/philharmonia/all-samples/violin/violin_C5_1_forte_con-sord.mp3
2685,violin,G6,./data/philharmonia/all-samples/violin/violin_G6_1_mezzo-forte_natural-harmonic.mp3
2686,violin,F5,./data/philharmonia/all-samples/violin/violin_F5_025_pianissimo_arco-col-legno-battuto.mp3
2687,violin,Gs4,./data/philharmonia/all-samples/violin/violin_Gs4_15_mezzo-forte_arco-normal.mp3
2688,violin,Gs3,./data/philharmonia/all-samples/violin/violin_Gs3_05_forte_arco-normal.mp3
2689,violin,D4,./data/philharmonia/all-samples/violin/violin_D4_phrase_mezzo-piano_arco-major-trill.mp3
2690,violin,G6,./data/philharmonia/all-samples/violin/violin_G6_025_mezzo-forte_arco-normal.mp3
2691,violin,A5,./data/philharmonia/all-samples/violin/violin_A5_05_pianissimo_arco-normal.mp3
2692,violin,Ds7,./data/philharmonia/all-samples/violin/violin_Ds7_025_mezzo-forte_arco-normal.mp3
2693,violin,As5,./data/philharmonia/all-samples/violin/violin_As5_long_forte_molto-vibrato.mp3
2694,violin,E4,./data/philharmonia/all-samples/violin/violin_E4_05_piano_arco-normal.mp3
2695,violin,Gs3,./data/philharmonia/all-samples/violin/violin_Gs3_1_piano_arco-sul-ponticello.mp3
2696,violin,As4,./data/philharmonia/all-samples/violin/violin_As4_1_mezzo-forte_arco-sul-ponticello.mp3
2697,violin,Fs5,./data/philharmonia/all-samples/violin/violin_Fs5_phrase_mezzo-forte_arco-legato.mp3
2698,violin,A6,./data/philharmonia/all-samples/violin/violin_A6_025_piano_arco-normal.mp3
2699,violin,Gs4,./data/philharmonia/all-samples/violin/violin_Gs4_05_pianissimo_arco-normal.mp3
2700,violin,G5,./data/philharmonia/all-samples/violin/violin_G5_1_fortissimo_arco-normal.mp3
2701,violin,F5,./data/philharmonia/all-samples/violin/violin_F5_05_mezzo-forte_arco-normal.mp3
2702,violin,As4,./data/philharmonia/all-samples/violin/violin_As4_1_mezzo-forte_arco-normal.mp3
2703,violin,E6,./data/philharmonia/all-samples/violin/violin_E6_1_mezzo-forte_arco-normal.mp3
2704,violin,Fs6,./data/philharmonia/all-samples/violin/violin_Fs6_1_pianissimo_arco-normal.mp3
2705,violin,G3,./data/philharmonia/all-samples/violin/violin_G3_phrase_fortissimo_arco-au-talon.mp3
2706,violin,C4,./data/philharmonia/all-samples/violin/violin_C4_phrase_fortissimo_arco-au-talon.mp3
2707,violin,F4,./data/philharmonia/all-samples/violin/violin_F4_025_mezzo-forte_arco-normal.mp3
2708,violin,Gs4,./data/philharmonia/all-samples/violin/violin_Gs4_very-long_pianissimo_arco-tremolo.mp3
2709,violin,G6,./data/philharmonia/all-samples/violin/violin_G6_05_mezzo-forte_arco-normal.mp3
2710,violin,G3,./data/philharmonia/all-samples/violin/violin_G3_long_forte_molto-vibrato.mp3
2711,violin,Fs5,./data/philharmonia/all-samples/violin/violin_Fs5_phrase_forte_arco-staccato.mp3
2712,violin,C5,./data/philharmonia/all-samples/violin/violin_C5_025_piano_arco-col-legno-battuto.mp3
2713,violin,C7,./data/philharmonia/all-samples/violin/violin_C7_15_forte_arco-normal.mp3
2714,violin,G4,./data/philharmonia/all-samples/violin/violin_G4_1_piano_arco-sul-ponticello.mp3
2715,violin,A6,./data/philharmonia/all-samples/violin/violin_A6_1_piano_con-sord.mp3
2716,violin,As3,./data/philharmonia/all-samples/violin/violin_As3_1_fortissimo_arco-normal.mp3
2717,violin,D5,./data/philharmonia/all-samples/violin/violin_D5_025_mezzo-piano_arco-normal.mp3
2718,violin,Gs3,./data/philharmonia/all-samples/violin/violin_Gs3_025_forte_arco-normal.mp3
2719,violin,C7,./data/philharmonia/all-samples/violin/violin_C7_1_pianissimo_arco-normal.mp3
2720,violin,Cs4,./data/philharmonia/all-samples/violin/violin_Cs4_phrase_fortissimo_arco-au-talon.mp3
2721,violin,F7,./data/philharmonia/all-samples/violin/violin_F7_05_forte_arco-normal.mp3
2722,violin,D4,./data/philharmonia/all-samples/violin/violin_D4_phrase_fortissimo_arco-au-talon.mp3
2723,violin,Gs3,./data/philharmonia/all-samples/violin/violin_Gs3_05_piano_arco-normal.mp3
2724,violin,Cs6,./data/philharmonia/all-samples/violin/violin_Cs6_1_mezzo-forte_arco-normal.mp3
2725,violin,G5,./data/philharmonia/all-samples/violin/violin_G5_05_pianissimo_arco-normal.mp3
2726,violin,As5,./data/philharmonia/all-samples/violin/violin_As5_phrase_mezzo-forte_arco-legato.mp3
2727,violin,F7,./data/philharmonia/all-samples/violin/violin_F7_025_pianissimo_arco-normal.mp3
2728,violin,D4,./data/philharmonia/all-samples/violin/violin_D4_phrase_mezzo-forte_arco-tenuto.mp3
2729,violin,G6,./data/philharmonia/all-samples/violin/violin_G6_025_mezzo-piano_arco-normal.mp3
2730,violin,Ds4,./data/philharmonia/all-samples/violin/violin_Ds4_phrase_fortissimo_arco-tremolo.mp3
2731,violin,Cs5,./data/philharmonia/all-samples/violin/violin_Cs5_025_mezzo-piano_arco-normal.mp3
2732,violin,G4,./data/philharmonia/all-samples/violin/violin_G4_025_pianissimo_arco-normal.mp3
2733,violin,B5,./data/philharmonia/all-samples/violin/violin_B5_025_piano_arco-col-legno-battuto.mp3
2734,violin,E7,./data/philharmonia/all-samples/violin/violin_E7_025_mezzo-forte_arco-normal.mp3
2735,violin,Fs7,./data/philharmonia/all-samples/violin/violin_Fs7_025_fortissimo_arco-normal.mp3
2736,violin,D7,./data/philharmonia/all-samples/violin/violin_D7_025_forte_arco-normal.mp3
2737,violin,F5,./data/philharmonia/all-samples/violin/violin_F5_15_fortissimo_arco-normal.mp3
2738,violin,Fs5,./data/philharmonia/all-samples/violin/violin_Fs5_phrase_forte_arco-spiccato.mp3
2739,violin,B4,./data/philharmonia/all-samples/violin/violin_B4_phrase_forte_arco-martele.mp3
2740,violin,Fs6,./data/philharmonia/all-samples/violin/violin_Fs6_05_piano_arco-normal.mp3
2741,violin,As4,./data/philharmonia/all-samples/violin/violin_As4_025_pianissimo_arco-col-legno-tratto.mp3
2742,violin,F5,./data/philharmonia/all-samples/violin/violin_F5_phrase_forte_arco-staccato.mp3
2743,violin,G5,./data/philharmonia/all-samples/violin/violin_G5_1_pianissimo_arco-normal.mp3
2744,violin,Fs6,./data/philharmonia/all-samples/violin/violin_Fs6_1_fortissimo_arco-normal.mp3
2745,violin,Gs4,./data/philharmonia/all-samples/violin/violin_Gs4_025_mezzo-forte_arco-normal.mp3
2746,violin,Gs4,./data/philharmonia/all-samples/violin/violin_Gs4_05_fortissimo_arco-au-talon.mp3
2747,violin,Gs4,./data/philharmonia/all-samples/violin/violin_Gs4_05_fortissimo_arco-normal.mp3
2748,violin,C6,./data/philharmonia/all-samples/violin/violin_C6_025_mezzo-piano_arco-normal.mp3
2749,violin,B4,./data/philharmonia/all-samples/violin/violin_B4_1_piano_arco-sul-tasto.mp3
2750,violin,As3,./data/philharmonia/all-samples/violin/violin_As3_1_mezzo-forte_arco-sul-ponticello.mp3
2751,violin,C8,./data/philharmonia/all-samples/violin/violin_C8_1_mezzo-forte_natural-harmonic.mp3
2752,violin,D6,./data/philharmonia/all-samples/violin/violin_D6_1_forte_con-sord.mp3
2753,violin,Ds4,./data/philharmonia/all-samples/violin/violin_Ds4_05_forte_arco-normal.mp3
2754,violin,E5,./data/philharmonia/all-samples/violin/violin_E5_15_forte_arco-normal.mp3
2755,violin,F5,./data/philharmonia/all-samples/violin/violin_F5_025_mezzo-piano_pizz-glissando.mp3
2756,violin,Ds6,./data/philharmonia/all-samples/violin/violin_Ds6_05_mezzo-piano_arco-normal.mp3
2757,violin,Cs6,./data/philharmonia/all-samples/violin/violin_Cs6_025_piano_arco-col-legno-battuto.mp3
2758,violin,As3,./data/philharmonia/all-samples/violin/violin_As3_1_pianissimo_arco-normal.mp3
2759,violin,As3,./data/philharmonia/all-samples/violin/violin_As3_15_fortissimo_arco-normal.mp3
2760,violin,A6,./data/philharmonia/all-samples/violin/violin_A6_1_mezzo-piano_non-vibrato.mp3
2761,violin,G4,./data/philharmonia/all-samples/violin/violin_G4_025_piano_arco-normal.mp3
2762,violin,A3,./data/philharmonia/all-samples/violin/violin_A3_1_forte_arco-normal.mp3
2763,violin,C6,./data/philharmonia/all-samples/violin/violin_C6_05_piano_arco-normal.mp3
2764,violin,Cs4,./data/philharmonia/all-samples/violin/violin_Cs4_1_mezzo-piano_con-sord.mp3
2765,violin,D4,./data/philharmonia/all-samples/violin/violin_D4_phrase_mezzo-forte_arco-legato.mp3
2766,violin,A4,./data/philharmonia/all-samples/violin/violin_A4_15_fortissimo_arco-normal.mp3
2767,violin,G3,./data/philharmonia/all-samples/violin/violin_G3_025_mezzo-forte_arco-normal.mp3
2768,violin,E5,./data/philharmonia/all-samples/violin/violin_E5_phrase_forte_arco-martele.mp3
2769,violin,Fs5,./data/philharmonia/all-samples/violin/violin_Fs5_05_mezzo-forte_arco-normal.mp3
2770,violin,Gs3,./data/philharmonia/all-samples/violin/violin_Gs3_phrase_mezzo-piano_arco-legato.mp3
2771,violin,B4,./data/philharmonia/all-samples/violin/violin_B4_025_mezzo-forte_arco-normal.mp3
2772,violin,B5,./data/philharmonia/all-samples/violin/violin_B5_025_forte_arco-normal.mp3
2773,violin,Gs7,./data/philharmonia/all-samples/violin/violin_Gs7_1_mezzo-forte_natural-harmonic.mp3
2774,violin,Fs6,./data/philharmonia/all-samples/violin/violin_Fs6_1_forte_arco-normal.mp3
2775,violin,B4,./data/philharmonia/all-samples/violin/violin_B4_05_fortissimo_arco-au-talon.mp3
2776,violin,F7,./data/philharmonia/all-samples/violin/violin_F7_025_fortissimo_arco-normal.mp3
2777,violin,G5,./data/philharmonia/all-samples/violin/violin_G5_05_fortissimo_arco-normal.mp3
2778,violin,A3,./data/philharmonia/all-samples/violin/violin_A3_phrase_mezzo-forte_arco-tenuto.mp3
2779,violin,F5,./data/philharmonia/all-samples/violin/violin_F5_phrase_forte_arco-spiccato.mp3
2780,violin,B5,./data/philharmonia/all-samples/violin/violin_B5_phrase_mezzo-forte_arco-legato.mp3
2781,violin,Fs7,./data/philharmonia/all-samples/violin/violin_Fs7_15_forte_arco-normal.mp3
2782,violin,F5,./data/philharmonia/all-samples/violin/violin_F5_15_pianissimo_arco-normal.mp3
2783,violin,G4,./data/philharmonia/all-samples/violin/violin_G4_025_fortissimo_arco-normal.mp3
2784,violin,Fs7,./data/philharmonia/all-samples/violin/violin_Fs7_025_pianissimo_arco-normal.mp3
2785,violin,A3,./data/philharmonia/all-samples/violin/violin_A3_phrase_mezzo-piano_arco-detache.mp3
2786,violin,Cs5,./data/philharmonia/all-samples/violin/violin_Cs5_phrase_forte_arco-martele.mp3
2787,violin,C5,./data/philharmonia/all-samples/violin/violin_C5_05_mezzo-piano_arco-normal.mp3
2788,violin,E5,./data/philharmonia/all-samples/violin/violin_E5_025_piano_arco-col-legno-battuto.mp3
2789,violin,G3,./data/philharmonia/all-samples/violin/violin_G3_15_forte_molto-vibrato.mp3
2790,violin,G4,./data/philharmonia/all-samples/violin/violin_G4_025_forte_arco-normal.mp3
2791,violin,Ds6,./data/philharmonia/all-samples/violin/violin_Ds6_05_mezzo-forte_arco-normal.mp3
2792,violin,Fs6,./data/philharmonia/all-samples/violin/violin_Fs6_1_mezzo-forte_arco-normal.mp3
2793,violin,C5,./data/philharmonia/all-samples/violin/violin_C5_phrase_forte_arco-martele.mp3
2794,violin,As3,./data/philharmonia/all-samples/violin/violin_As3_025_forte_snap-pizz.mp3
2795,violin,F6,./data/philharmonia/all-samples/violin/violin_F6_15_forte_arco-normal.mp3
2796,violin,C7,./data/philharmonia/all-samples/violin/violin_C7_025_pianissimo_arco-normal.mp3
2797,violin,G4,./data/philharmonia/all-samples/violin/violin_G4_15_fortissimo_arco-normal.mp3
2798,violin,E6,./data/philharmonia/all-samples/violin/violin_E6_phrase_mezzo-forte_arco-legato.mp3
2799,violin,Gs3,./data/philharmonia/all-samples/violin/violin_Gs3_1_pianissimo_arco-normal.mp3
2800,violin,Gs5,./data/philharmonia/all-samples/violin/violin_Gs5_1_piano_arco-col-legno-tratto.mp3
2801,violin,D4,./data/philharmonia/all-samples/violin/violin_D4_phrase_mezzo-piano_arco-legato.mp3
2802,violin,G3,./data/philharmonia/all-samples/violin/violin_G3_025_mezzo-piano_arco-normal.mp3
2803,violin,As3,./data/philharmonia/all-samples/violin/violin_As3_1_mezzo-forte_molto-vibrato.mp3
2804,violin,Fs5,./data/philharmonia/all-samples/violin/violin_Fs5_05_mezzo-piano_arco-normal.mp3
2805,violin,A3,./data/philharmonia/all-samples/violin/violin_A3_1_piano_arco-normal.mp3
2806,violin,G6,./data/philharmonia/all-samples/violin/violin_G6_1_mezzo-piano_non-vibrato.mp3
2807,violin,C6,./data/philharmonia/all-samples/violin/violin_C6_05_forte_arco-normal.mp3
2808,violin,C6,./data/philharmonia/all-samples/violin/violin_C6_025_mezzo-forte_arco-normal.mp3
2809,violin,F6,./data/philharmonia/all-samples/violin/violin_F6_1_piano_natural-harmonic.mp3
2810,violin,Gs4,./data/philharmonia/all-samples/violin/violin_Gs4_025_mezzo-piano_arco-normal.mp3
2811,violin,G6,./data/philharmonia/all-samples/violin/violin_G6_025_piano_pizz-normal.mp3
2812,violin,Ds4,./data/philharmonia/all-samples/violin/violin_Ds4_05_piano_arco-normal.mp3
2813,violin,As4,./data/philharmonia/all-samples/violin/violin_As4_1_piano_arco-col-legno-tratto.mp3
2814,violin,As4,./data/philharmonia/all-samples/violin/violin_As4_025_piano_arco-col-legno-battuto.mp3
2815,violin,B4,./data/philharmonia/all-samples/violin/violin_B4_025_pianissimo_arco-normal.mp3
2816,violin,F4,./data/philharmonia/all-samples/violin/violin_F4_05_pianissimo_arco-normal.mp3
2817,violin,Cs5,./data/philharmonia/all-samples/violin/violin_Cs5_1_forte_arco-normal.mp3
2818,violin,Gs6,./data/philharmonia/all-samples/violin/violin_Gs6_15_forte_arco-normal.mp3
2819,violin,A3,./data/philharmonia/all-samples/violin/violin_A3_1_fortissimo_arco-normal.mp3
2820,violin,Fs7,./data/philharmonia/all-samples/violin/violin_Fs7_15_piano_arco-normal.mp3
2821,violin,Fs4,./data/philharmonia/all-samples/violin/violin_Fs4_025_mezzo-forte_pizz-normal.mp3
2822,violin,Gs5,./data/philharmonia/all-samples/violin/violin_Gs5_15_fortissimo_arco-normal.mp3
2823,violin,Cs4,./data/philharmonia/all-samples/violin/violin_Cs4_1_fortissimo_arco-normal.mp3
2824,violin,Cs6,./data/philharmonia/all-samples/violin/violin_Cs6_1_forte_con-sord.mp3
2825,violin,C5,./data/philharmonia/all-samples/violin/violin_C5_05_mezzo-forte_arco-normal.mp3
2826,violin,Ds4,./data/philharmonia/all-samples/violin/violin_Ds4_1_mezzo-forte_arco-normal.mp3
2827,violin,Ds4,./data/philharmonia/all-samples/violin/violin_Ds4_025_pianissimo_arco-normal.mp3
2828,violin,B6,./data/philharmonia/all-samples/violin/violin_B6_05_mezzo-forte_arco-normal.mp3
2829,violin,A5,./data/philharmonia/all-samples/violin/violin_A5_05_fortissimo_arco-normal.mp3
2830,violin,F4,./data/philharmonia/all-samples/violin/violin_F4_025_pianissimo_arco-col-legno-battuto.mp3
2831,violin,As3,./data/philharmonia/all-samples/violin/violin_As3_025_piano_arco-col-legno-battuto.mp3
2832,violin,Fs4,./data/philharmonia/all-samples/violin/violin_Fs4_phrase_pianissimo_arco-tremolo.mp3
2833,violin,D7,./data/philharmonia/all-samples/violin/violin_D7_1_mezzo-forte_arco-normal.mp3
2834,violin,B4,./data/philharmonia/all-samples/violin/violin_B4_025_mezzo-piano_arco-normal.mp3
2835,violin,B5,./data/philharmonia/all-samples/violin/violin_B5_025_piano_arco-normal.mp3
2836,violin,A3,./data/philharmonia/all-samples/violin/violin_A3_phrase_mezzo-piano_arco-tremolo.mp3
2837,violin,F4,./data/philharmonia/all-samples/violin/violin_F4_phrase_fortissimo_arco-tremolo.mp3
2838,violin,Gs5,./data/philharmonia/all-samples/violin/violin_Gs5_phrase_mezzo-forte_arco-glissando.mp3
2839,violin,Ds5,./data/philharmonia/all-samples/violin/violin_Ds5_025_piano_arco-col-legno-battuto.mp3
2840,violin,G5,./data/philharmonia/all-samples/violin/violin_G5_1_forte_arco-normal.mp3
2841,violin,Gs4,./data/philharmonia/all-samples/violin/violin_Gs4_1_forte_arco-normal.mp3
2842,violin,A4,./data/philharmonia/all-samples/violin/violin_A4_phrase_pianissimo_arco-tremolo.mp3
2843,violin,Fs4,./data/philharmonia/all-samples/violin/violin_Fs4_1_piano_arco-sul-tasto.mp3
2844,violin,D4,./data/philharmonia/all-samples/violin/violin_D4_very-long_mezzo-piano_non-vibrato.mp3
2845,violin,E5,./data/philharmonia/all-samples/violin/violin_E5_phrase_piano_arco-punta-d'arco.mp3
2846,violin,As4,./data/philharmonia/all-samples/violin/violin_As4_05_mezzo-forte_arco-normal.mp3
2847,violin,As6,./data/philharmonia/all-samples/violin/violin_As6_1_piano_arco-normal.mp3
2848,violin,A3,./data/philharmonia/all-samples/violin/violin_A3_025_fortissimo_arco-normal.mp3
2849,violin,Gs3,./data/philharmonia/all-samples/violin/violin_Gs3_025_fortissimo_arco-normal.mp3
2850,violin,E4,./data/philharmonia/all-samples/violin/violin_E4_05_mezzo-forte_arco-normal.mp3
2851,violin,B7,./data/philharmonia/all-samples/violin/violin_B7_1_mezzo-forte_natural-harmonic.mp3
2852,violin,Ds4,./data/philharmonia/all-samples/violin/violin_Ds4_15_fortissimo_arco-normal.mp3
2853,violin,As5,./data/philharmonia/all-samples/violin/violin_As5_05_pianissimo_arco-normal.mp3
2854,violin,D7,./data/philharmonia/all-samples/violin/violin_D7_05_mezzo-forte_arco-normal.mp3
2855,violin,E7,./data/philharmonia/all-samples/violin/violin_E7_05_pianissimo_arco-normal.mp3
2856,violin,Gs5,./data/philharmonia/all-samples/violin/violin_Gs5_1_mezzo-forte_arco-normal.mp3
2857,violin,B3,./data/philharmonia/all-samples/violin/violin_B3_phrase_mezzo-piano_arco-legato.mp3
2858,violin,Gs6,./data/philharmonia/all-samples/violin/violin_Gs6_1_piano_natural-harmonic.mp3
2859,violin,As5,./data/philharmonia/all-samples/violin/violin_As5_025_piano_arco-normal.mp3
2860,violin,As4,./data/philharmonia/all-samples/violin/violin_As4_1_piano_arco-col-legno-battuto.mp3
2861,violin,Fs6,./data/philharmonia/all-samples/violin/violin_Fs6_15_mezzo-forte_arco-normal.mp3
2862,violin,Gs5,./data/philharmonia/all-samples/violin/violin_Gs5_phrase_mezzo-forte_arco-legato.mp3
2863,violin,E5,./data/philharmonia/all-samples/violin/violin_E5_025_piano_arco-normal.mp3
2864,violin,D6,./data/philharmonia/all-samples/violin/violin_D6_1_mezzo-forte_natural-harmonic.mp3
2865,violin,C4,./data/philharmonia/all-samples/violin/violin_C4_1_fortissimo_arco-normal.mp3
2866,violin,E6,./data/philharmonia/all-samples/violin/violin_E6_025_pianissimo_arco-normal.mp3
2867,violin,Fs4,./data/philharmonia/all-samples/violin/violin_Fs4_025_piano_pizz-normal.mp3
2868,violin,Ds5,./data/philharmonia/all-samples/violin/violin_Ds5_1_forte_arco-normal.mp3
2869,violin,B4,./data/philharmonia/all-samples/violin/violin_B4_025_piano_arco-col-legno-battuto.mp3
2870,violin,C5,./data/philharmonia/all-samples/violin/violin_C5_1_piano_arco-sul-tasto.mp3
2871,violin,As6,./data/philharmonia/all-samples/violin/violin_As6_025_pianissimo_arco-normal.mp3
2872,violin,A6,./data/philharmonia/all-samples/violin/violin_A6_15_forte_arco-normal.mp3
2873,violin,Fs4,./data/philharmonia/all-samples/violin/violin_Fs4_1_mezzo-piano_non-vibrato.mp3
2874,violin,Cs4,./data/philharmonia/all-samples/violin/violin_Cs4_05_piano_arco-normal.mp3
2875,violin,Fs6,./data/philharmonia/all-samples/violin/violin_Fs6_025_forte_arco-normal.mp3
2876,violin,A3,./data/philharmonia/all-samples/violin/violin_A3_phrase_fortissimo_arco-au-talon.mp3
2877,violin,A4,./data/philharmonia/all-samples/violin/violin_A4_1_mezzo-piano_arco-normal.mp3
2878,violin,G3,./data/philharmonia/all-samples/violin/violin_G3_025_forte_arco-normal.mp3
2879,violin,D4,./data/philharmonia/all-samples/violin/violin_D4_1_piano_arco-normal.mp3
2880,violin,G6,./data/philharmonia/all-samples/violin/violin_G6_1_pianissimo_arco-normal.mp3
2881,violin,Cs4,./data/philharmonia/all-samples/violin/violin_Cs4_very-long_piano_arco-normal.mp3
2882,violin,Fs5,./data/philharmonia/all-samples/violin/violin_Fs5_1_fortissimo_arco-normal.mp3
2883,violin,D6,./data/philharmonia/all-samples/violin/violin_D6_05_forte_arco-normal.mp3
2884,violin,D5,./data/philharmonia/all-samples/violin/violin_D5_025_pianissimo_arco-normal.mp3
2885,violin,G4,./data/philharmonia/all-samples/violin/violin_G4_1_mezzo-forte_arco-normal.mp3
2886,violin,B6,./data/philharmonia/all-samples/violin/violin_B6_05_fortissimo_arco-normal.mp3
2887,violin,Ds5,./data/philharmonia/all-samples/violin/violin_Ds5_15_mezzo-forte_arco-normal.mp3
2888,violin,As5,./data/philharmonia/all-samples/violin/violin_As5_025_forte_arco-normal.mp3
2889,violin,D6,./data/philharmonia/all-samples/violin/violin_D6_025_mezzo-forte_pizz-normal.mp3
2890,violin,D4,./data/philharmonia/all-samples/violin/violin_D4_025_pianissimo_arco-col-legno-battuto.mp3
2891,violin,D7,./data/philharmonia/all-samples/violin/violin_D7_05_mezzo-piano_arco-normal.mp3
2892,violin,Ds5,./data/philharmonia/all-samples/violin/violin_Ds5_1_piano_con-sord.mp3
2893,violin,E5,./data/philharmonia/all-samples/violin/violin_E5_025_forte_arco-normal.mp3
2894,violin,C7,./data/philharmonia/all-samples/violin/violin_C7_05_pianissimo_arco-normal.mp3
2895,violin,A6,./data/philharmonia/all-samples/violin/violin_A6_long_forte_molto-vibrato.mp3
2896,violin,Gs3,./data/philharmonia/all-samples/violin/violin_Gs3_025_piano_arco-col-legno-battuto.mp3
2897,violin,As4,./data/philharmonia/all-samples/violin/violin_As4_05_mezzo-piano_arco-normal.mp3
2898,violin,As6,./data/philharmonia/all-samples/violin/violin_As6_1_forte_arco-normal.mp3
2899,violin,A6,./data/philharmonia/all-samples/violin/violin_A6_1_piano_arco-sul-tasto.mp3
2900,violin,Fs7,./data/philharmonia/all-samples/violin/violin_Fs7_05_fortissimo_arco-normal.mp3
2901,violin,A5,./data/philharmonia/all-samples/violin/violin_A5_025_fortissimo_arco-normal.mp3
2902,violin,B5,./data/philharmonia/all-samples/violin/violin_B5_025_pianissimo_arco-col-legno-tratto.mp3
2903,violin,G5,./data/philharmonia/all-samples/violin/violin_G5_1_mezzo-forte_arco-sul-ponticello.mp3
2904,violin,Gs5,./data/philharmonia/all-samples/violin/violin_Gs5_025_fortissimo_arco-normal.mp3
2905,violin,B5,./data/philharmonia/all-samples/violin/violin_B5_1_mezzo-piano_non-vibrato.mp3
2906,violin,E4,./data/philharmonia/all-samples/violin/violin_E4_1_forte_con-sord.mp3
2907,violin,Cs7,./data/philharmonia/all-samples/violin/violin_Cs7_05_mezzo-forte_arco-normal.mp3
2908,violin,Cs7,./data/philharmonia/all-samples/violin/violin_Cs7_1_fortissimo_arco-normal.mp3
2909,violin,B5,./data/philharmonia/all-samples/violin/violin_B5_phrase_forte_pizz-quasi-guitar.mp3
